MF,NF,FAR,PCAVAR,PCAKNN,DSVAR,DSKNN,MPVAR,MPKNN,DSRF
221.244535368667,378.207161948919,219.396838962809,233.85901402109,272.293311638244,230.664198941438,283.296384519337,235.658959862869,246.568216693571,230.440465920819
164.914849634302,304.069646364423,163.166094017011,164.430296919619,191.682118970935,168.082839360715,190.765172339765,169.230506439782,166.436827645908,176.599246951746
153.284540219588,305.747313942316,152.399341789477,167.687726152508,199.229676016778,169.484768758196,205.280752501658,167.24436428392,192.38369260131,171.046767840604
303.383168198171,604.928646806731,302.946711967179,351.371720826708,380.612697047418,344.670555440636,401.625754585808,370.077540341088,397.6009846473,309.554467961543
315.831260793279,683.43773023553,315.60295407159,346.59265956338,394.251026871416,333.114356512759,429.893365863998,348.610208293875,434.488018127993,320.164072552863
170.795004429791,319.677010160224,169.704410749064,170.566395702914,210.693245306642,168.676273739148,201.535958214134,175.974653303721,174.712086572007,183.148125367788
169.095098453384,328.755454235631,168.084373923582,179.146146416659,197.401007088496,184.851197476011,211.839097134621,184.099669192645,203.639917148088,176.755084989728
122.476986475365,267.913751651691,121.825315622643,121.183556348944,168.715087339617,124.000205818407,165.189410392005,123.33737060584,139.500130789656,132.812517502248
128.498518821593,238.442592836452,127.795523099338,136.099808084948,188.184119733887,138.463695575918,186.992793040985,134.934431703148,139.655196003735,133.78903529767
106.846227647654,199.052086582473,106.298608668104,110.388982072632,142.804338924098,110.363520142146,134.967627855944,113.072588217388,118.511740526987,117.097697694735
149.311033677534,297.166686277324,148.849599350554,153.530448012227,188.523780269268,156.633904047921,175.719779082785,158.054044077862,161.53232930507,165.197599368227
155.191617449256,299.862962316184,154.465057151995,167.68457611718,184.189970576023,167.062943958014,183.555103646281,165.871545656623,163.36611591932,165.921977690793
137.70062128784,283.479343172919,137.641245475673,148.864172562879,195.904390960478,147.793181912496,181.137854841228,146.620611777734,174.378960274584,145.563297078367
162.607350669594,349.78342792162,162.642021261677,176.911195998671,202.118795487401,174.738865870391,197.336513446727,176.509612300303,202.921494140181,168.062967970234
199.407123608357,407.909687388344,197.413160161762,220.260563115252,256.497550971953,224.209759258364,260.305105600022,218.565169682062,236.14347336889,210.223124528263
147.981135764371,288.336414901808,147.402708326206,151.390181438766,187.767929256666,150.850913479597,176.633051872626,153.152714489122,157.662773486696,161.7288028214
207.422993146452,377.705185920913,206.288431645301,233.925485261395,255.923062653911,226.996610285299,263.972005596991,234.18315467149,238.746929595918,210.771707508805
238.973048657233,479.04755884709,238.711362934475,259.843909431584,297.862198713577,267.586167692039,298.815165619429,262.358425323394,275.000810390299,254.644351911804
151.342248882949,299.542881939303,150.323188096075,153.91455884328,195.256086651382,153.970414326494,189.011990200253,157.258802769017,164.914007527879,158.530287037115
134.087863150696,273.438466655189,133.368594844292,157.965237568616,193.527806324016,155.426033729454,199.596753419523,164.783325011813,148.27948581264,137.155081641944
162.235875477972,352.849371661021,160.821436100643,166.378355502013,215.129049175599,163.444169632658,223.990381236772,170.732385048398,191.106918973113,166.115806872508
160.279286291546,325.678889936396,159.72457836245,187.631117503366,227.33820480816,188.213235510949,230.273865279337,183.292185192871,206.754791367923,167.615590007381
150.495932092628,297.11577760397,149.753418982522,170.539501822644,205.330864213682,174.217184961729,216.451309384915,168.230910225493,173.381123798898,159.802078120016
285.134272441616,517.338290789455,286.525842340191,343.440063673822,367.167618135792,341.899261005296,366.442311788562,363.716988494754,352.680849749105,296.140254236332
235.071488948047,435.046731894049,234.724977666432,264.309692077549,292.951749682162,262.088747451836,312.654011575431,264.578429507688,303.663564920021,240.374276809735
133.894899201212,273.355901314732,133.244938128504,148.104439843815,183.078137090002,148.556048085102,183.679216381434,147.635131097121,147.585718780783,140.328653225356
165.641843316954,303.419068068667,164.295489341135,163.69556545369,185.648482467452,169.253184199852,182.497004347117,172.169644213612,168.348661397635,178.033138585639
146.818056102789,281.297692095962,146.328903732388,154.805407116702,176.762642965173,156.524708688573,181.951711586104,158.906551919058,161.672151269427,156.035157660241
144.056717814218,283.182582788216,142.714227619004,146.098562135656,181.58954294633,148.250589760527,185.585205362979,150.425062551201,154.380352198846,153.117752743012
168.948471501955,352.260810982146,169.118894081805,187.272770026747,214.615011731431,184.427316120145,215.956294918019,183.587081864425,213.686703966637,175.469993726657
126.802626479806,238.149277948771,126.057473061559,145.164270406746,159.512323096074,143.771462559293,156.810604484733,141.651015518991,147.441611501513,134.33851491438
244.571348813593,493.721051774007,244.138030864339,256.319863109838,286.347247344546,256.793863435761,294.1499969798,260.761958319768,280.174426131339,258.105943494957
152.377995808076,332.744084146199,152.337441556172,182.020781308963,229.896410710855,186.393745862768,234.358023474702,180.421547610028,200.774868751872,167.252596793311
176.825243271712,327.253173717404,176.302260533511,179.486079021064,220.178999141136,181.03012203232,211.073830109598,185.059948915825,186.271958531817,185.904997149262
158.924564116541,328.723731923261,158.212840519903,176.088173382083,214.261097327041,177.685170286107,217.133576769857,177.039254103605,181.781325087074,167.74071589184
166.354601287996,326.808233198954,165.303080401378,183.908300385055,227.699887558677,179.629796686942,224.861440171985,181.339991161469,204.966627248301,177.024336082822
343.802009538028,640.705025531886,344.640265867417,378.18655871362,414.559386951149,374.411284809832,429.664777688899,387.299739639653,377.612888321479,360.385528433742
